UnitNumber,Time,Setting1,Setting2,Setting3,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21,Binary-Classification
52,35,0.0019,0.0002,100.0,518.67,642.30,1587.16,1410.37,14.62,21.61,553.07,2388.12,9048.53,1.30,47.55,521.89,2388.12,8125.80,8.4273,0.03,392,2388,100.00,38.81,23.3821,0
52,36,-0.0025,0.0002,100.0,518.67,642.75,1588.34,1404.10,14.62,21.61,554.01,2388.07,9047.99,1.30,47.52,521.17,2388.12,8132.08,8.4144,0.03,392,2388,100.00,38.76,23.2153,0
52,37,0.0013,-0.0004,100.0,518.67,642.79,1587.64,1412.72,14.62,21.61,553.18,2388.12,9044.53,1.30,47.39,522.30,2388.08,8131.04,8.4491,0.03,393,2388,100.00,38.92,23.3225,0
52,38,0.0023,-0.0005,100.0,518.67,642.56,1588.22,1406.96,14.62,21.61,553.71,2388.14,9054.80,1.30,47.58,520.71,2388.06,8129.12,8.4324,0.03,393,2388,100.00,38.81,23.3561,0
52,39,-0.0005,-0.0003,100.0,518.67,642.15,1582.64,1403.74,14.62,21.61,553.35,2388.11,9045.83,1.30,47.60,521.49,2388.12,8127.17,8.4331,0.03,391,2388,100.00,38.78,23.3035,0
52,40,0.0010,0.0003,100.0,518.67,642.62,1586.68,1402.29,14.62,21.61,553.48,2388.11,9048.80,1.30,47.45,521.46,2388.07,8133.08,8.4387,0.03,393,2388,100.00,38.97,23.3361,0
52,41,-0.0018,-0.0004,100.0,518.67,642.29,1587.24,1414.94,14.62,21.61,552.88,2388.14,9055.36,1.30,47.46,521.24,2388.08,8131.07,8.3995,0.03,394,2388,100.00,38.88,23.3630,0
52,42,0.0010,-0.0002,100.0,518.67,641.93,1592.62,1412.38,14.62,21.61,553.53,2388.09,9045.42,1.30,47.63,521.55,2388.10,8128.58,8.4463,0.03,392,2388,100.00,38.92,23.2624,0
52,43,-0.0002,-0.0003,100.0,518.67,642.09,1586.98,1404.83,14.62,21.61,554.40,2388.04,9059.13,1.30,47.50,521.53,2388.10,8128.29,8.4245,0.03,393,2388,100.00,38.85,23.3220,0
52,44,0.0043,0.0002,100.0,518.67,642.68,1585.75,1408.50,14.62,21.61,553.68,2388.07,9049.20,1.30,47.51,521.47,2388.09,8128.94,8.4103,0.03,393,2388,100.00,38.94,23.4136,0
52,45,-0.0038,-0.0002,100.0,518.67,642.33,1592.62,1402.00,14.62,21.61,553.46,2388.12,9050.33,1.30,47.31,521.08,2388.09,8132.40,8.4321,0.03,393,2388,100.00,38.93,23.2351,0
52,46,0.0003,-0.0005,100.0,518.67,642.89,1593.78,1405.45,14.62,21.61,554.42,2388.10,9046.43,1.30,47.49,521.81,2388.06,8125.07,8.4433,0.03,393,2388,100.00,38.75,23.3052,0
52,47,-0.0003,0.0001,100.0,518.67,642.11,1597.61,1407.16,14.62,21.61,553.63,2388.06,9048.32,1.30,47.65,521.11,2388.12,8128.17,8.4231,0.03,393,2388,100.00,38.88,23.2489,0
52,48,-0.0025,-0.0003,100.0,518.67,642.22,1593.27,1408.39,14.62,21.61,553.05,2388.10,9048.79,1.30,47.46,521.80,2388.11,8133.78,8.4240,0.03,391,2388,100.00,38.65,23.3486,0
52,49,-0.0011,-0.0002,100.0,518.67,642.54,1588.04,1407.32,14.62,21.61,553.44,2388.10,9053.49,1.30,47.38,521.26,2388.18,8129.31,8.4433,0.03,393,2388,100.00,38.84,23.2384,0
52,50,-0.0013,-0.0002,100.0,518.67,642.39,1582.07,1396.32,14.62,21.61,553.21,2388.07,9049.35,1.30,47.48,521.62,2388.07,8128.43,8.4631,0.03,393,2388,100.00,38.86,23.2804,0
52,51,0.0006,0.0005,100.0,518.67,642.63,1590.51,1415.31,14.62,21.61,553.71,2388.09,9053.85,1.30,47.56,521.89,2388.06,8127.92,8.4239,0.03,392,2388,100.00,38.87,23.2467,0
52,52,-0.0023,-0.0001,100.0,518.67,642.62,1589.22,1404.05,14.62,21.61,552.85,2388.09,9049.73,1.30,47.52,521.51,2388.09,8127.70,8.4449,0.03,393,2388,100.00,38.99,23.2494,0
52,53,0.0004,-0.0003,100.0,518.67,642.58,1587.35,1407.15,14.62,21.61,553.15,2388.10,9053.45,1.30,47.57,521.73,2388.12,8123.13,8.3960,0.03,393,2388,100.00,38.82,23.2749,0
52,54,0.0015,0.0004,100.0,518.67,642.13,1587.43,1407.18,14.62,21.61,553.70,2388.14,9045.97,1.30,47.57,521.57,2388.12,8129.51,8.4580,0.03,392,2388,100.00,38.89,23.3206,0
52,55,0.0011,-0.0005,100.0,518.67,642.87,1584.30,1411.08,14.62,21.61,554.29,2388.09,9044.02,1.30,47.42,521.19,2388.07,8130.67,8.4088,0.03,394,2388,100.00,38.87,23.3254,0
52,56,0.0011,0.0003,100.0,518.67,642.16,1590.39,1402.64,14.62,21.61,553.97,2388.14,9052.22,1.30,47.48,521.34,2388.13,8128.86,8.4324,0.03,393,2388,100.00,38.95,23.2723,0
52,57,-0.0015,0.0004,100.0,518.67,643.35,1589.99,1406.79,14.62,21.61,552.78,2388.10,9046.43,1.30,47.42,521.69,2388.08,8128.55,8.4353,0.03,393,2388,100.00,38.95,23.3532,0
52,58,0.0018,0.0003,100.0,518.67,642.06,1593.26,1407.55,14.62,21.61,553.42,2388.08,9056.33,1.30,47.45,521.51,2388.11,8126.71,8.4123,0.03,394,2388,100.00,38.80,23.2945,0
52,59,-0.0040,-0.0001,100.0,518.67,642.72,1590.37,1412.24,14.62,21.61,554.27,2388.12,9054.80,1.30,47.36,521.28,2388.11,8129.77,8.4226,0.03,394,2388,100.00,38.91,23.2569,0
52,60,0.0003,-0.0004,100.0,518.67,642.49,1591.51,1400.71,14.62,21.61,553.90,2388.15,9050.70,1.30,47.57,521.42,2388.07,8131.96,8.4092,0.03,393,2388,100.00,38.90,23.3439,0
52,61,-0.0008,0.0001,100.0,518.67,642.78,1586.24,1412.88,14.62,21.61,554.15,2388.09,9042.13,1.30,47.50,521.55,2388.12,8131.34,8.4374,0.03,393,2388,100.00,39.03,23.2286,0
52,62,0.0013,-0.0000,100.0,518.67,643.05,1586.66,1404.95,14.62,21.61,554.03,2388.07,9046.95,1.30,47.59,521.71,2388.16,8131.61,8.4269,0.03,393,2388,100.00,38.82,23.3311,0
52,63,0.0011,-0.0004,100.0,518.67,642.76,1585.30,1413.44,14.62,21.61,553.78,2388.09,9048.46,1.30,47.40,521.83,2388.13,8127.79,8.4428,0.03,392,2388,100.00,38.62,23.2980,0
52,64,-0.0010,0.0001,100.0,518.67,642.83,1579.29,1402.11,14.62,21.61,553.40,2388.12,9051.11,1.30,47.39,521.58,2388.12,8132.45,8.4153,0.03,393,2388,100.00,39.03,23.1934,0
52,65,0.0006,0.0002,100.0,518.67,642.17,1583.69,1406.45,14.62,21.61,553.70,2388.11,9049.69,1.30,47.38,521.32,2388.08,8135.55,8.3958,0.03,391,2388,100.00,38.78,23.3307,0
52,66,0.0019,-0.0003,100.0,518.67,642.88,1585.93,1409.01,14.62,21.61,554.01,2388.10,9045.30,1.30,47.60,521.36,2388.10,8126.94,8.4136,0.03,393,2388,100.00,38.76,23.2017,0
52,67,-0.0013,-0.0004,100.0,518.67,642.50,1589.89,1406.28,14.62,21.61,552.84,2388.10,9046.96,1.30,47.51,521.18,2388.11,8128.38,8.4231,0.03,393,2388,100.00,38.60,23.3284,0
52,68,0.0032,-0.0005,100.0,518.67,642.68,1588.80,1405.12,14.62,21.61,553.32,2388.10,9048.91,1.30,47.57,521.45,2388.05,8134.61,8.4210,0.03,392,2388,100.00,38.91,23.3223,0
52,69,-0.0007,0.0001,100.0,518.67,642.76,1588.36,1415.39,14.62,21.61,553.22,2388.06,9048.34,1.30,47.51,521.28,2388.13,8127.74,8.4168,0.03,392,2388,100.00,38.80,23.2898,0
52,70,0.0027,0.0000,100.0,518.67,642.78,1588.81,1404.38,14.62,21.61,553.86,2388.15,9047.29,1.30,47.49,521.38,2388.13,8128.42,8.4647,0.03,394,2388,100.00,38.82,23.4265,0
52,71,-0.0025,0.0002,100.0,518.67,642.94,1591.37,1410.53,14.62,21.61,553.70,2388.09,9050.10,1.30,47.60,521.54,2388.15,8131.43,8.4367,0.03,393,2388,100.00,38.82,23.2826,0
52,72,0.0035,0.0001,100.0,518.67,642.91,1597.59,1404.40,14.62,21.61,553.10,2388.15,9055.10,1.30,47.50,522.11,2388.10,8130.97,8.4441,0.03,394,2388,100.00,38.88,23.3763,0
52,73,-0.0001,-0.0005,100.0,518.67,642.47,1590.49,1411.08,14.62,21.61,553.13,2388.08,9046.28,1.30,47.47,522.02,2388.08,8129.04,8.4256,0.03,393,2388,100.00,38.75,23.1729,0
52,74,0.0021,0.0005,100.0,518.67,642.17,1588.47,1412.03,14.62,21.61,553.46,2388.13,9051.95,1.30,47.51,521.92,2388.07,8125.14,8.4633,0.03,393,2388,100.00,38.81,23.2723,0
52,75,-0.0010,0.0003,100.0,518.67,642.61,1589.82,1410.02,14.62,21.61,553.76,2388.18,9046.57,1.30,47.53,521.74,2388.10,8125.85,8.4030,0.03,392,2388,100.00,38.84,23.3106,0
52,76,0.0047,-0.0001,100.0,518.67,642.67,1592.31,1404.84,14.62,21.61,553.72,2388.09,9051.34,1.30,47.28,521.14,2388.14,8132.96,8.4197,0.03,391,2388,100.00,38.83,23.3133,0
52,77,-0.0028,0.0001,100.0,518.67,642.56,1589.75,1408.71,14.62,21.61,553.89,2388.13,9049.56,1.30,47.46,521.50,2388.08,8131.86,8.4274,0.03,392,2388,100.00,38.65,23.1930,0
52,78,-0.0013,-0.0002,100.0,518.67,642.24,1589.66,1408.33,14.62,21.61,553.75,2388.15,9052.00,1.30,47.42,521.69,2388.10,8131.69,8.4524,0.03,394,2388,100.00,38.92,23.3116,0
52,79,-0.0015,-0.0001,100.0,518.67,642.45,1586.88,1408.91,14.62,21.61,554.04,2388.12,9053.94,1.30,47.42,521.39,2388.13,8129.22,8.3995,0.03,393,2388,100.00,38.91,23.3821,0
52,80,-0.0013,-0.0002,100.0,518.67,642.78,1586.86,1398.70,14.62,21.61,554.21,2388.12,9051.01,1.30,47.61,521.68,2388.16,8134.03,8.4292,0.03,392,2388,100.00,38.95,23.4558,0
52,81,0.0023,0.0000,100.0,518.67,642.92,1587.84,1403.66,14.62,21.61,552.71,2388.07,9056.30,1.30,47.36,521.36,2388.14,8131.12,8.4112,0.03,393,2388,100.00,38.98,23.4768,0
52,82,0.0027,0.0002,100.0,518.67,642.87,1590.25,1405.31,14.62,21.61,553.41,2388.05,9044.12,1.30,47.50,520.91,2388.09,8127.97,8.4283,0.03,393,2388,100.00,38.82,23.1990,0
52,83,-0.0013,0.0002,100.0,518.67,642.62,1598.70,1398.01,14.62,21.61,553.49,2388.12,9051.03,1.30,47.58,521.73,2388.15,8134.55,8.4276,0.03,393,2388,100.00,39.04,23.2953,0
52,84,0.0022,0.0001,100.0,518.67,642.73,1589.53,1407.69,14.62,21.61,553.25,2388.16,9057.67,1.30,47.50,521.10,2388.13,8130.71,8.4107,0.03,393,2388,100.00,38.92,23.3113,0
52,85,-0.0001,-0.0004,100.0,518.67,642.65,1589.74,1411.96,14.62,21.61,553.68,2388.04,9053.73,1.30,47.51,521.36,2388.09,8125.35,8.4754,0.03,394,2388,100.00,38.81,23.2851,0
52,86,-0.0041,0.0003,100.0,518.67,642.23,1589.89,1409.25,14.62,21.61,553.41,2388.13,9055.32,1.30,47.47,521.24,2388.10,8132.64,8.4327,0.03,394,2388,100.00,38.79,23.2345,0
52,87,-0.0000,0.0003,100.0,518.67,643.47,1586.99,1400.07,14.62,21.61,552.83,2388.12,9047.61,1.30,47.48,521.45,2388.13,8134.19,8.4377,0.03,395,2388,100.00,38.85,23.2169,0
52,88,0.0014,0.0000,100.0,518.67,642.02,1588.80,1409.69,14.62,21.61,553.16,2388.08,9049.95,1.30,47.50,521.37,2388.10,8133.43,8.4654,0.03,393,2388,100.00,38.95,23.1963,0
52,89,0.0028,0.0004,100.0,518.67,643.18,1591.26,1413.72,14.62,21.61,553.60,2388.13,9046.41,1.30,47.51,521.55,2388.15,8129.13,8.4446,0.03,394,2388,100.00,38.82,23.2724,0
52,90,0.0010,-0.0001,100.0,518.67,642.71,1592.16,1413.49,14.62,21.61,553.03,2388.12,9045.52,1.30,47.54,522.12,2388.07,8130.54,8.4727,0.03,391,2388,100.00,38.88,23.3463,0
52,91,0.0009,0.0000,100.0,518.67,642.41,1587.71,1405.17,14.62,21.61,553.19,2388.08,9044.87,1.30,47.70,521.56,2388.12,8129.80,8.4508,0.03,392,2388,100.00,38.79,23.2277,0
52,92,-0.0026,0.0000,100.0,518.67,642.58,1583.64,1417.73,14.62,21.61,553.70,2388.18,9044.73,1.30,47.55,521.44,2388.14,8132.28,8.4340,0.03,393,2388,100.00,38.72,23.2731,0
52,93,-0.0038,-0.0005,100.0,518.67,642.95,1595.82,1413.19,14.62,21.61,552.97,2388.09,9053.94,1.30,47.50,521.34,2388.12,8128.29,8.4377,0.03,393,2388,100.00,38.80,23.3475,0
52,94,-0.0008,-0.0005,100.0,518.67,642.88,1585.11,1412.76,14.62,21.61,553.38,2388.11,9057.02,1.30,47.58,521.27,2388.12,8131.23,8.4569,0.03,393,2388,100.00,38.92,23.2296,0
52,95,-0.0031,-0.0004,100.0,518.67,642.72,1590.33,1415.17,14.62,21.61,553.20,2388.10,9061.18,1.30,47.55,521.14,2388.09,8129.00,8.4693,0.03,394,2388,100.00,38.74,23.2932,0
52,96,0.0010,0.0004,100.0,518.67,642.05,1590.72,1409.83,14.62,21.61,553.76,2388.09,9039.34,1.30,47.57,521.46,2388.18,8135.05,8.4686,0.03,396,2388,100.00,39.11,23.2168,0
52,97,-0.0041,0.0001,100.0,518.67,642.96,1595.02,1404.83,14.62,21.61,553.23,2388.07,9047.93,1.30,47.46,521.08,2388.10,8133.98,8.4187,0.03,395,2388,100.00,38.66,23.2764,0
52,98,0.0007,-0.0002,100.0,518.67,643.14,1587.96,1407.80,14.62,21.61,553.62,2388.12,9049.41,1.30,47.69,521.27,2388.08,8131.41,8.4496,0.03,393,2388,100.00,38.90,23.2315,0
52,99,-0.0023,-0.0003,100.0,518.67,643.00,1591.02,1411.01,14.62,21.61,553.51,2388.11,9054.78,1.30,47.51,521.38,2388.13,8134.16,8.4288,0.03,392,2388,100.00,38.97,23.3249,0
52,100,0.0010,0.0001,100.0,518.67,643.26,1593.08,1405.72,14.62,21.61,552.77,2388.18,9059.15,1.30,47.42,521.27,2388.10,8130.16,8.4548,0.03,393,2388,100.00,38.99,23.2991,0
52,101,0.0004,0.0004,100.0,518.67,642.54,1595.29,1410.98,14.62,21.61,552.67,2388.12,9050.77,1.30,47.73,521.50,2388.10,8131.53,8.4076,0.03,392,2388,100.00,38.91,23.3376,0
52,102,0.0011,-0.0003,100.0,518.67,642.82,1587.71,1407.87,14.62,21.61,553.81,2388.08,9049.66,1.30,47.30,521.22,2388.13,8131.29,8.4456,0.03,393,2388,100.00,38.60,23.3391,0
52,103,0.0002,-0.0000,100.0,518.67,642.91,1587.56,1411.15,14.62,21.61,552.96,2388.13,9052.33,1.30,47.37,521.38,2388.10,8135.01,8.4037,0.03,393,2388,100.00,38.96,23.2677,0
52,104,0.0002,-0.0003,100.0,518.67,642.84,1590.26,1414.03,14.62,21.61,553.20,2388.12,9058.48,1.30,47.45,520.92,2388.11,8135.73,8.4408,0.03,394,2388,100.00,38.93,23.1982,0
52,105,0.0017,0.0001,100.0,518.67,642.36,1591.98,1410.27,14.62,21.61,553.48,2388.10,9059.28,1.30,47.51,521.48,2388.13,8133.36,8.4292,0.03,391,2388,100.00,38.93,23.2901,0
52,106,-0.0042,-0.0003,100.0,518.67,642.72,1590.47,1413.06,14.62,21.61,553.19,2388.15,9057.19,1.30,47.50,521.51,2388.15,8135.95,8.4637,0.03,393,2388,100.00,38.73,23.2377,0
52,107,0.0014,0.0004,100.0,518.67,642.83,1592.05,1412.33,14.62,21.61,552.84,2388.13,9049.07,1.30,47.55,521.35,2388.11,8131.59,8.4649,0.03,393,2388,100.00,38.69,23.2225,0
52,108,0.0021,-0.0003,100.0,518.67,642.98,1586.20,1410.00,14.62,21.61,553.34,2388.17,9057.74,1.30,47.46,521.29,2388.12,8139.39,8.4445,0.03,394,2388,100.00,38.85,23.3553,0
52,109,-0.0030,-0.0004,100.0,518.67,643.20,1599.43,1405.77,14.62,21.61,553.06,2388.11,9053.58,1.30,47.86,521.22,2388.13,8137.59,8.4563,0.03,394,2388,100.00,38.63,23.2392,0
52,110,-0.0013,0.0000,100.0,518.67,642.45,1586.18,1415.73,14.62,21.61,553.17,2388.14,9049.83,1.30,47.53,521.20,2388.12,8132.70,8.4502,0.03,393,2388,100.00,38.77,23.3548,0
52,111,0.0034,-0.0000,100.0,518.67,642.12,1596.54,1407.86,14.62,21.61,553.28,2388.15,9045.43,1.30,47.73,521.07,2388.20,8129.31,8.4379,0.03,393,2388,100.00,38.83,23.1978,0
52,112,-0.0004,-0.0003,100.0,518.67,642.98,1591.13,1409.44,14.62,21.61,553.26,2388.17,9047.25,1.30,47.38,521.32,2388.07,8137.72,8.4376,0.03,394,2388,100.00,38.57,23.2740,0
52,113,0.0045,-0.0005,100.0,518.67,642.36,1587.10,1407.06,14.62,21.61,553.20,2388.10,9053.66,1.30,47.51,521.69,2388.11,8134.71,8.4238,0.03,391,2388,100.00,38.85,23.2764,0
52,114,0.0026,0.0000,100.0,518.67,643.27,1593.46,1410.57,14.62,21.61,553.43,2388.13,9050.19,1.30,47.69,521.58,2388.14,8131.53,8.4535,0.03,393,2388,100.00,39.05,23.1770,0
52,115,-0.0019,0.0001,100.0,518.67,642.47,1588.83,1409.51,14.62,21.61,553.28,2388.12,9054.23,1.30,47.55,521.32,2388.11,8130.71,8.4213,0.03,392,2388,100.00,38.87,23.4081,0
52,116,-0.0005,-0.0004,100.0,518.67,642.50,1590.65,1404.05,14.62,21.61,552.49,2388.12,9058.86,1.30,47.47,521.56,2388.10,8134.88,8.4290,0.03,394,2388,100.00,38.89,23.2291,0
52,117,-0.0037,-0.0001,100.0,518.67,642.82,1586.54,1414.02,14.62,21.61,552.70,2388.15,9058.10,1.30,47.72,520.95,2388.07,8136.15,8.4603,0.03,393,2388,100.00,38.97,23.2899,0
52,118,-0.0007,-0.0004,100.0,518.67,642.84,1592.01,1414.54,14.62,21.61,553.31,2388.14,9050.27,1.30,47.78,520.97,2388.13,8135.72,8.4211,0.03,393,2388,100.00,38.76,23.2381,0
52,119,0.0025,-0.0005,100.0,518.67,643.22,1590.49,1410.84,14.62,21.61,553.13,2388.11,9062.19,1.30,47.49,521.36,2388.13,8135.28,8.4368,0.03,394,2388,100.00,38.75,23.2227,0
52,120,-0.0054,0.0004,100.0,518.67,642.57,1591.26,1405.49,14.62,21.61,553.62,2388.16,9059.62,1.30,47.51,520.94,2388.10,8133.41,8.4638,0.03,393,2388,100.00,38.82,23.2786,0
52,121,-0.0000,0.0003,100.0,518.67,643.11,1594.33,1417.67,14.62,21.61,553.44,2388.12,9056.15,1.30,47.64,521.07,2388.12,8130.16,8.4469,0.03,394,2388,100.00,38.72,23.2883,0
52,122,0.0003,-0.0002,100.0,518.67,642.76,1590.90,1411.42,14.62,21.61,553.34,2388.11,9053.81,1.30,47.64,521.20,2388.10,8136.35,8.4444,0.03,393,2388,100.00,38.64,23.3309,0
52,123,0.0033,0.0003,100.0,518.67,642.54,1592.51,1411.96,14.62,21.61,552.24,2388.14,9050.13,1.30,47.62,521.49,2388.11,8138.20,8.4599,0.03,391,2388,100.00,38.78,23.2854,0
52,124,0.0043,0.0002,100.0,518.67,642.82,1588.69,1411.46,14.62,21.61,552.51,2388.12,9046.88,1.30,47.63,520.91,2388.05,8132.59,8.4331,0.03,393,2388,100.00,38.90,23.2584,0
52,125,0.0001,0.0003,100.0,518.67,642.56,1587.06,1406.86,14.62,21.61,552.47,2388.17,9058.53,1.30,47.49,521.14,2388.14,8138.02,8.4084,0.03,394,2388,100.00,38.87,23.3494,0
52,126,-0.0009,-0.0002,100.0,518.67,642.75,1585.99,1409.25,14.62,21.61,553.24,2388.12,9063.07,1.30,47.57,520.98,2388.14,8132.09,8.4380,0.03,395,2388,100.00,38.67,23.2946,0
52,127,-0.0024,-0.0005,100.0,518.67,643.27,1588.16,1412.67,14.62,21.61,553.15,2388.07,9055.69,1.30,47.69,521.06,2388.15,8130.29,8.4396,0.03,393,2388,100.00,38.73,23.2936,0
52,128,-0.0000,-0.0004,100.0,518.67,642.47,1587.97,1405.51,14.62,21.61,552.71,2388.16,9062.80,1.30,47.62,521.48,2388.16,8133.79,8.4809,0.03,394,2388,100.00,38.82,23.2743,0
52,129,-0.0012,-0.0004,100.0,518.67,642.80,1598.13,1409.68,14.62,21.61,553.39,2388.11,9050.95,1.30,47.62,521.64,2388.11,8135.39,8.4780,0.03,393,2388,100.00,39.02,23.2983,0
52,130,-0.0018,-0.0003,100.0,518.67,643.03,1591.24,1417.01,14.62,21.61,552.43,2388.14,9051.57,1.30,47.73,521.05,2388.14,8135.74,8.4469,0.03,393,2388,100.00,38.86,23.2652,0
52,131,-0.0006,-0.0005,100.0,518.67,643.07,1581.96,1409.84,14.62,21.61,553.18,2388.13,9056.83,1.30,47.65,521.13,2388.08,8132.54,8.4246,0.03,393,2388,100.00,38.79,23.1701,0
52,132,0.0011,-0.0004,100.0,518.67,643.34,1599.60,1411.93,14.62,21.61,553.29,2388.15,9062.84,1.30,47.47,521.51,2388.13,8136.05,8.4721,0.03,395,2388,100.00,38.74,23.2078,0
52,133,0.0001,0.0003,100.0,518.67,642.98,1591.52,1413.26,14.62,21.61,553.35,2388.13,9062.89,1.30,47.61,521.83,2388.12,8135.05,8.4660,0.03,393,2388,100.00,38.74,23.2915,0
52,134,-0.0014,-0.0001,100.0,518.67,642.48,1592.64,1410.83,14.62,21.61,553.07,2388.15,9054.61,1.30,47.56,521.54,2388.13,8137.17,8.4442,0.03,395,2388,100.00,38.69,23.2332,0
52,135,0.0002,-0.0000,100.0,518.67,642.82,1593.76,1409.60,14.62,21.61,553.16,2388.09,9053.17,1.30,47.78,521.58,2388.14,8134.08,8.4818,0.03,395,2388,100.00,38.57,23.3283,0
52,136,0.0023,-0.0002,100.0,518.67,643.05,1591.96,1414.84,14.62,21.61,553.48,2388.11,9062.24,1.30,47.61,520.92,2388.16,8137.37,8.4585,0.03,394,2388,100.00,38.64,23.2451,0
52,137,-0.0012,-0.0003,100.0,518.67,642.58,1593.70,1408.40,14.62,21.61,553.65,2388.14,9062.53,1.30,47.66,521.35,2388.14,8133.05,8.4476,0.03,393,2388,100.00,38.63,23.3863,0
52,138,-0.0033,0.0002,100.0,518.67,642.34,1592.09,1409.56,14.62,21.61,552.96,2388.17,9059.42,1.30,47.65,521.16,2388.16,8135.41,8.4570,0.03,394,2388,100.00,38.83,23.3225,0
52,139,0.0003,0.0004,100.0,518.67,642.63,1589.80,1411.99,14.62,21.61,552.84,2388.16,9061.32,1.30,47.56,520.64,2388.15,8135.95,8.4270,0.03,394,2388,100.00,39.01,23.2312,0
52,140,-0.0016,-0.0003,100.0,518.67,642.71,1598.93,1414.82,14.62,21.61,553.53,2388.15,9058.68,1.30,47.66,520.71,2388.13,8138.50,8.4724,0.03,393,2388,100.00,38.67,23.3220,0
52,141,0.0008,-0.0004,100.0,518.67,642.58,1592.66,1413.82,14.62,21.61,552.52,2388.12,9064.00,1.30,47.60,521.45,2388.18,8135.42,8.4679,0.03,393,2388,100.00,38.82,23.1906,0
52,142,-0.0015,-0.0004,100.0,518.67,643.19,1594.68,1411.24,14.62,21.61,553.56,2388.10,9068.47,1.30,47.37,520.87,2388.16,8144.50,8.4719,0.03,392,2388,100.00,38.86,23.3787,0
52,143,0.0022,-0.0003,100.0,518.67,642.67,1593.13,1418.87,14.62,21.61,553.60,2388.20,9062.24,1.30,47.55,521.06,2388.15,8138.63,8.4492,0.03,394,2388,100.00,38.71,23.2580,0
52,144,0.0015,0.0003,100.0,518.67,642.89,1595.02,1411.02,14.62,21.61,552.16,2388.17,9056.07,1.30,47.63,521.34,2388.14,8138.85,8.4617,0.03,394,2388,100.00,38.62,23.1748,0
52,145,-0.0037,-0.0002,100.0,518.67,642.67,1592.52,1412.77,14.62,21.61,553.08,2388.14,9056.73,1.30,47.81,520.83,2388.08,8144.12,8.4729,0.03,393,2388,100.00,38.74,23.2311,0
52,146,-0.0020,-0.0003,100.0,518.67,642.91,1586.34,1411.80,14.62,21.61,552.73,2388.05,9062.84,1.30,47.58,520.79,2388.09,8144.88,8.4286,0.03,394,2388,100.00,38.79,23.3156,0
52,147,0.0005,0.0001,100.0,518.67,642.64,1589.85,1410.59,14.62,21.61,553.24,2388.10,9062.12,1.30,47.67,520.65,2388.09,8139.00,8.4462,0.03,394,2388,100.00,38.69,23.3281,0
52,148,-0.0009,0.0001,100.0,518.67,643.06,1589.94,1411.38,14.62,21.61,552.61,2388.18,9061.25,1.30,47.50,521.58,2388.14,8144.00,8.4424,0.03,393,2388,100.00,38.80,23.2173,0
52,149,0.0001,-0.0002,100.0,518.67,643.10,1597.46,1412.59,14.62,21.61,552.46,2388.11,9065.33,1.30,47.66,521.07,2388.15,8140.04,8.4449,0.03,393,2388,100.00,38.61,23.2354,0
52,150,-0.0009,0.0003,100.0,518.67,642.86,1587.21,1410.52,14.62,21.61,553.08,2388.14,9064.53,1.30,47.74,521.16,2388.14,8141.62,8.4198,0.03,394,2388,100.00,38.50,23.2163,0
52,151,0.0029,-0.0002,100.0,518.67,643.25,1599.24,1421.93,14.62,21.61,553.16,2388.11,9068.19,1.30,47.59,520.44,2388.13,8139.76,8.4250,0.03,393,2388,100.00,38.74,23.2025,0
52,152,0.0031,-0.0000,100.0,518.67,642.92,1597.08,1415.88,14.62,21.61,552.89,2388.13,9062.31,1.30,47.56,520.96,2388.08,8150.21,8.4487,0.03,395,2388,100.00,38.78,23.3239,0
52,153,0.0005,-0.0003,100.0,518.67,643.52,1602.62,1414.51,14.62,21.61,552.99,2388.20,9061.10,1.30,47.77,521.56,2388.11,8144.07,8.4888,0.03,395,2388,100.00,38.76,23.1736,0
52,154,-0.0027,-0.0000,100.0,518.67,642.68,1593.19,1417.98,14.62,21.61,552.73,2388.11,9062.79,1.30,47.88,521.68,2388.13,8140.75,8.5054,0.03,396,2388,100.00,38.89,23.2422,0
52,155,-0.0010,0.0003,100.0,518.67,643.17,1591.52,1405.97,14.62,21.61,552.40,2388.12,9058.23,1.30,47.86,520.93,2388.17,8143.44,8.4400,0.03,394,2388,100.00,38.71,23.1354,0
52,156,-0.0026,0.0002,100.0,518.67,642.92,1594.75,1405.02,14.62,21.61,552.43,2388.07,9059.36,1.30,47.55,520.29,2388.14,8143.39,8.4547,0.03,394,2388,100.00,38.65,23.1323,0
52,157,0.0020,-0.0005,100.0,518.67,643.59,1593.04,1421.13,14.62,21.61,552.25,2388.13,9060.41,1.30,47.77,520.83,2388.17,8145.35,8.4328,0.03,393,2388,100.00,38.81,23.2434,0
52,158,0.0037,0.0002,100.0,518.67,643.04,1599.19,1413.08,14.62,21.61,553.29,2388.17,9064.19,1.30,47.75,521.10,2388.12,8149.46,8.4422,0.03,393,2388,100.00,38.71,23.2340,0
52,159,-0.0031,-0.0004,100.0,518.67,642.77,1597.74,1410.01,14.62,21.61,552.59,2388.08,9065.09,1.30,47.60,520.87,2388.12,8141.25,8.4239,0.03,395,2388,100.00,38.72,23.2812,0
