"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26"
1,87,0.0018,0.0002,100.0,518.67,642.48,1584.99,1407.48,14.62,21.60,554.05,2388.04,9060.29,1.30,47.28,522.17,2388.08,8144.62,8.4271,0.03,390,2388,100.00,38.62,23.4153
1,88,0.0004,-0.0003,100.0,518.67,642.07,1584.38,1400.03,14.62,21.61,553.38,2388.04,9062.98,1.30,47.49,522.02,2388.06,8143.53,8.4125,0.03,391,2388,100.00,38.85,23.3118
1,89,-0.0050,-0.0004,100.0,518.67,642.22,1585.10,1401.06,14.62,21.61,553.82,2388.07,9058.12,1.30,47.49,521.71,2388.07,8143.30,8.4427,0.03,392,2388,100.00,39.17,23.3657
1,90,-0.0058,-0.0004,100.0,518.67,642.61,1590.80,1401.13,14.62,21.61,553.48,2388.04,9064.11,1.30,47.55,521.68,2388.08,8144.93,8.4048,0.03,392,2388,100.00,38.98,23.4120
1,91,-0.0030,-0.0002,100.0,518.67,642.01,1596.32,1403.93,14.62,21.61,553.62,2388.09,9067.44,1.30,47.35,522.42,2388.05,8141.66,8.4192,0.03,390,2388,100.00,38.77,23.3184
1,92,-0.0002,0.0004,100.0,518.67,643.21,1591.94,1402.30,14.62,21.61,553.94,2388.05,9057.30,1.30,47.28,521.59,2388.06,8136.61,8.4135,0.03,393,2388,100.00,38.75,23.3829
1,93,0.0051,-0.0004,100.0,518.67,642.49,1593.44,1408.37,14.62,21.61,554.14,2388.07,9060.21,1.30,47.49,521.86,2388.05,8142.26,8.4049,0.03,392,2388,100.00,38.85,23.3805
1,94,0.0055,-0.0005,100.0,518.67,642.62,1588.62,1408.76,14.62,21.61,553.53,2388.05,9059.75,1.30,47.40,522.04,2387.99,8142.78,8.4189,0.03,392,2388,100.00,38.90,23.3756
1,95,-0.0051,0.0004,100.0,518.67,642.69,1595.68,1401.28,14.62,21.61,554.17,2388.01,9064.48,1.30,47.37,522.39,2388.12,8141.88,8.4188,0.03,393,2388,100.00,38.97,23.2820
1,96,-0.0028,-0.0002,100.0,518.67,642.46,1595.09,1406.24,14.62,21.61,553.75,2388.02,9064.40,1.30,47.22,522.04,2388.00,8142.49,8.4906,0.03,393,2388,100.00,38.93,23.2785
1,97,-0.0028,-0.0000,100.0,518.67,642.43,1586.55,1410.99,14.62,21.61,554.22,2388.05,9060.24,1.30,47.42,522.20,2388.09,8144.31,8.4126,0.03,393,2388,100.00,38.87,23.4008
1,98,0.0006,-0.0004,100.0,518.67,642.71,1593.12,1401.01,14.62,21.61,553.78,2388.03,9065.51,1.30,47.62,521.85,2388.09,8142.87,8.3954,0.03,391,2388,100.00,39.03,23.3176
1,99,-0.0028,0.0003,100.0,518.67,642.57,1592.31,1411.28,14.62,21.61,554.21,2388.03,9064.95,1.30,47.21,521.94,2388.09,8144.78,8.4228,0.03,393,2388,100.00,38.97,23.3876
1,100,-0.0007,-0.0002,100.0,518.67,642.13,1586.73,1399.76,14.62,21.61,553.65,2388.04,9064.54,1.30,47.23,521.67,2388.09,8141.62,8.3606,0.03,393,2388,100.00,38.98,23.2453
1,101,0.0009,-0.0002,100.0,518.67,642.34,1588.75,1406.11,14.62,21.61,554.84,2388.09,9055.63,1.30,47.32,522.05,2388.03,8145.47,8.4393,0.03,392,2388,100.00,38.99,23.3836
1,102,-0.0004,0.0004,100.0,518.67,642.64,1576.93,1403.63,14.62,21.61,553.97,2388.02,9062.14,1.30,47.46,521.86,2388.11,8148.91,8.4178,0.03,394,2388,100.00,38.82,23.2586
1,103,0.0006,-0.0001,100.0,518.67,642.30,1590.40,1405.48,14.62,21.61,553.25,2388.07,9064.34,1.30,47.18,522.00,2388.08,8138.51,8.4441,0.03,391,2388,100.00,38.77,23.3414
1,104,-0.0011,-0.0002,100.0,518.67,642.08,1582.33,1407.04,14.62,21.61,554.22,2388.08,9063.02,1.30,47.38,521.49,2388.02,8144.97,8.4312,0.03,393,2388,100.00,38.97,23.2754
1,105,-0.0020,-0.0001,100.0,518.67,642.41,1581.67,1409.38,14.62,21.61,553.93,2388.05,9068.20,1.30,47.49,521.93,2388.09,8143.23,8.4167,0.03,393,2388,100.00,38.96,23.3854
1,106,0.0003,0.0004,100.0,518.67,641.91,1596.51,1394.31,14.62,21.61,553.38,2388.06,9063.85,1.30,47.47,521.76,2388.03,8143.54,8.4285,0.03,394,2388,100.00,38.81,23.3678
1,107,0.0011,-0.0003,100.0,518.67,642.01,1587.74,1406.10,14.62,21.61,553.46,2388.04,9060.00,1.30,47.42,521.74,2388.06,8149.14,8.4286,0.03,392,2388,100.00,38.92,23.3068
1,108,0.0001,0.0002,100.0,518.67,642.34,1591.62,1403.91,14.62,21.61,553.30,2388.06,9066.83,1.30,47.39,521.91,2388.04,8144.28,8.4477,0.03,393,2388,100.00,38.89,23.4007
1,109,0.0010,-0.0001,100.0,518.67,642.48,1592.66,1404.22,14.62,21.61,553.04,2388.05,9075.02,1.30,47.47,522.19,2388.01,8141.11,8.4409,0.03,393,2388,100.00,38.86,23.3636
1,110,0.0011,-0.0004,100.0,518.67,642.54,1588.99,1403.66,14.62,21.61,553.30,2388.03,9062.24,1.30,47.37,522.20,2388.03,8143.36,8.4261,0.03,393,2388,100.00,38.92,23.3268
1,111,0.0012,0.0001,100.0,518.67,642.81,1591.72,1398.52,14.62,21.61,553.95,2388.03,9064.88,1.30,47.42,521.74,2388.09,8145.67,8.4150,0.03,392,2388,100.00,38.89,23.3380
1,112,0.0005,-0.0001,100.0,518.67,642.82,1586.77,1407.14,14.62,21.61,553.91,2388.04,9062.96,1.30,47.41,521.80,2388.08,8146.41,8.4152,0.03,390,2388,100.00,38.83,23.2949
1,113,0.0031,-0.0004,100.0,518.67,642.73,1590.29,1403.18,14.62,21.61,553.50,2388.09,9073.75,1.30,47.38,521.50,2387.99,8153.64,8.4197,0.03,393,2388,100.00,38.80,23.3192
1,114,0.0027,-0.0001,100.0,518.67,642.34,1585.18,1409.91,14.62,21.61,553.99,2388.03,9075.88,1.30,47.69,521.88,2388.08,8148.64,8.4411,0.03,392,2388,100.00,39.00,23.2941
1,115,0.0019,-0.0004,100.0,518.67,642.84,1590.38,1409.33,14.62,21.61,553.34,2388.02,9073.21,1.30,47.54,521.48,2388.04,8146.21,8.4502,0.03,393,2388,100.00,38.97,23.3270
1,116,0.0009,-0.0001,100.0,518.67,642.33,1591.30,1407.76,14.62,21.61,553.45,2388.06,9069.36,1.30,47.42,522.16,2388.02,8142.73,8.4594,0.03,392,2388,100.00,38.91,23.4852
1,117,-0.0016,0.0003,100.0,518.67,642.58,1589.39,1406.56,14.62,21.61,553.16,2388.00,9067.74,1.30,47.48,521.60,2388.09,8150.03,8.4009,0.03,392,2388,100.00,38.66,23.3205
1,118,-0.0019,0.0002,100.0,518.67,643.10,1581.60,1409.12,14.62,21.61,553.21,2388.05,9063.87,1.30,47.43,520.98,2388.09,8152.97,8.4452,0.03,394,2388,100.00,38.78,23.3693
1,119,0.0002,-0.0000,100.0,518.67,642.86,1586.83,1408.56,14.62,21.61,553.69,2388.06,9073.87,1.30,47.46,521.55,2388.03,8144.52,8.4380,0.03,393,2388,100.00,38.65,23.3133
1,120,0.0042,-0.0005,100.0,518.67,642.81,1588.25,1406.53,14.62,21.61,553.71,2388.12,9068.70,1.30,47.55,521.25,2388.08,8149.31,8.4281,0.03,393,2388,100.00,38.72,23.3619
1,121,0.0017,0.0005,100.0,518.67,642.48,1581.36,1401.85,14.62,21.61,553.71,2388.09,9070.53,1.30,47.51,521.47,2388.04,8151.54,8.4139,0.03,393,2388,100.00,38.93,23.2324
1,122,-0.0009,-0.0001,100.0,518.67,642.36,1592.13,1406.58,14.62,21.61,553.31,2388.04,9066.03,1.30,47.46,521.53,2388.04,8144.70,8.4050,0.03,394,2388,100.00,38.85,23.3380
1,123,-0.0018,-0.0003,100.0,518.67,642.70,1593.13,1404.68,14.62,21.61,554.02,2388.12,9066.42,1.30,47.32,521.57,2388.03,8149.84,8.4363,0.03,393,2388,100.00,38.87,23.3116
1,124,0.0008,0.0005,100.0,518.67,642.36,1594.54,1410.01,14.62,21.61,553.95,2388.11,9070.66,1.30,47.58,521.60,2388.07,8145.92,8.4122,0.03,392,2388,100.00,38.68,23.2823
1,125,-0.0034,0.0003,100.0,518.67,642.58,1592.00,1414.11,14.62,21.61,554.11,2388.03,9067.80,1.30,47.33,522.07,2388.12,8148.29,8.4648,0.03,394,2388,100.00,38.80,23.3843
1,126,0.0004,-0.0003,100.0,518.67,642.78,1594.32,1406.27,14.62,21.61,553.95,2388.07,9067.43,1.30,47.63,522.09,2388.09,8150.74,8.4451,0.03,392,2388,100.00,38.89,23.3715
1,127,0.0004,-0.0003,100.0,518.67,642.73,1586.69,1411.46,14.62,21.61,553.79,2388.11,9078.07,1.30,47.53,521.39,2388.08,8149.22,8.4339,0.03,393,2388,100.00,38.59,23.3235
1,128,0.0007,0.0004,100.0,518.67,642.34,1588.57,1405.87,14.62,21.61,553.04,2388.09,9070.01,1.30,47.55,521.41,2388.07,8156.45,8.4197,0.03,393,2388,100.00,38.83,23.2782
1,129,-0.0007,-0.0002,100.0,518.67,642.37,1587.89,1404.20,14.62,21.61,553.37,2388.01,9075.21,1.30,47.62,521.77,2388.07,8159.86,8.4228,0.03,393,2388,100.00,38.84,23.3831
1,130,-0.0022,-0.0002,100.0,518.67,642.49,1587.87,1403.30,14.62,21.61,553.54,2388.07,9083.40,1.30,47.54,522.14,2388.10,8154.04,8.4340,0.03,395,2388,100.00,38.91,23.2666
1,131,-0.0033,0.0002,100.0,518.67,643.02,1590.02,1404.12,14.62,21.61,553.66,2388.08,9077.16,1.30,47.46,522.23,2388.03,8156.39,8.4458,0.03,392,2388,100.00,38.78,23.3187
1,132,-0.0020,-0.0003,100.0,518.67,642.96,1589.54,1406.42,14.62,21.61,552.85,2388.03,9076.05,1.30,47.42,521.40,2388.09,8153.98,8.4591,0.03,392,2388,100.00,38.88,23.3414
1,133,-0.0021,-0.0001,100.0,518.67,642.78,1591.60,1406.43,14.62,21.61,553.54,2388.12,9081.66,1.30,47.33,521.58,2388.09,8152.15,8.4366,0.03,393,2388,100.00,38.80,23.3125
1,134,-0.0020,0.0005,100.0,518.67,642.95,1586.52,1406.98,14.62,21.61,553.59,2388.06,9077.59,1.30,47.61,521.36,2388.08,8156.17,8.4236,0.03,394,2388,100.00,38.82,23.2890
1,135,0.0022,0.0003,100.0,518.67,642.39,1593.93,1413.06,14.62,21.61,553.44,2388.11,9081.12,1.30,47.63,521.81,2388.06,8149.56,8.4384,0.03,393,2388,100.00,38.74,23.2650
1,136,0.0022,0.0001,100.0,518.67,642.47,1586.68,1408.90,14.62,21.61,553.28,2388.14,9076.28,1.30,47.65,521.70,2388.04,8158.82,8.4032,0.03,391,2388,100.00,38.83,23.2559
1,137,-0.0040,0.0003,100.0,518.67,643.01,1591.82,1415.72,14.62,21.61,553.50,2388.04,9072.15,1.30,47.50,521.91,2388.07,8158.44,8.4162,0.03,393,2388,100.00,38.77,23.2235
1,138,0.0024,0.0003,100.0,518.67,642.59,1592.28,1404.26,14.62,21.61,553.73,2388.07,9072.06,1.30,47.46,521.56,2388.10,8158.11,8.4643,0.03,394,2388,100.00,38.71,23.3119
1,139,0.0005,0.0001,100.0,518.67,642.37,1591.86,1407.06,14.62,21.61,552.51,2388.03,9084.18,1.30,47.52,520.89,2388.04,8159.97,8.4149,0.03,392,2388,100.00,38.89,23.3344
1,140,0.0021,0.0001,100.0,518.67,642.28,1591.39,1396.67,14.62,21.61,553.70,2388.01,9084.22,1.30,47.46,521.77,2388.07,8158.23,8.4546,0.03,394,2388,100.00,38.79,23.3406
1,141,-0.0020,0.0003,100.0,518.67,642.33,1588.72,1412.89,14.62,21.61,553.57,2387.99,9084.17,1.30,47.70,521.31,2388.09,8159.88,8.4630,0.03,394,2388,100.00,38.90,23.1243
1,142,0.0037,-0.0001,100.0,518.67,642.72,1591.50,1412.84,14.62,21.61,553.00,2388.02,9085.95,1.30,47.59,521.59,2388.03,8161.73,8.4337,0.03,392,2388,100.00,38.77,23.2434
1,143,-0.0009,-0.0003,100.0,518.67,643.05,1594.33,1410.66,14.62,21.61,553.71,2388.10,9086.65,1.30,47.64,521.31,2388.09,8162.84,8.4229,0.03,393,2388,100.00,38.78,23.3504
1,144,-0.0024,-0.0004,100.0,518.67,642.54,1594.96,1409.82,14.62,21.61,553.85,2388.06,9086.35,1.30,47.43,521.46,2388.05,8162.83,8.4531,0.03,395,2388,100.00,38.84,23.2893
1,145,0.0024,0.0002,100.0,518.67,643.42,1594.53,1411.36,14.62,21.61,552.92,2388.08,9084.15,1.30,47.63,521.24,2388.13,8158.56,8.4740,0.03,394,2388,100.00,38.77,23.3341
1,146,0.0011,0.0003,100.0,518.67,642.75,1587.73,1415.17,14.62,21.61,553.29,2388.05,9087.02,1.30,47.46,521.24,2388.02,8160.06,8.4772,0.03,393,2388,100.00,38.64,23.2471
1,147,-0.0028,0.0000,100.0,518.67,643.18,1590.43,1415.43,14.62,21.61,553.21,2388.12,9097.56,1.30,47.56,521.42,2388.04,8160.32,8.4884,0.03,394,2388,100.00,38.77,23.4377
1,148,0.0011,0.0004,100.0,518.67,642.83,1586.07,1410.61,14.62,21.61,553.35,2388.10,9089.86,1.30,47.61,521.25,2388.06,8163.98,8.4140,0.03,394,2388,100.00,38.78,23.2784
1,149,-0.0016,0.0002,100.0,518.67,641.98,1594.37,1412.20,14.62,21.61,552.84,2388.04,9089.15,1.30,47.71,521.20,2387.98,8167.10,8.4571,0.03,395,2388,100.00,38.77,23.2809
1,150,0.0002,-0.0003,100.0,518.67,642.38,1594.10,1412.92,14.62,21.61,553.72,2388.06,9085.34,1.30,47.43,521.49,2388.07,8163.41,8.4326,0.03,394,2388,100.00,38.77,23.2262
1,151,0.0012,0.0003,100.0,518.67,642.42,1595.57,1411.10,14.62,21.61,553.26,2388.06,9089.87,1.30,47.62,520.77,2388.11,8171.44,8.4622,0.03,393,2388,100.00,38.78,23.2801
1,152,0.0047,0.0004,100.0,518.67,642.49,1595.82,1412.47,14.62,21.61,552.90,2388.04,9097.35,1.30,47.68,521.37,2388.07,8169.09,8.4937,0.03,395,2388,100.00,38.73,23.3027
1,153,0.0025,0.0001,100.0,518.67,642.79,1593.90,1410.72,14.62,21.61,553.14,2388.08,9100.67,1.30,47.49,521.58,2388.06,8165.95,8.4634,0.03,392,2388,100.00,38.87,23.3702
1,154,0.0001,0.0005,100.0,518.67,643.00,1590.22,1415.10,14.62,21.61,553.52,2388.07,9092.72,1.30,47.62,521.46,2388.07,8171.60,8.4509,0.03,394,2388,100.00,38.68,23.2393
1,155,0.0004,0.0001,100.0,518.67,642.64,1593.56,1414.29,14.62,21.61,553.62,2388.12,9093.16,1.30,47.54,521.55,2388.12,8175.73,8.4013,0.03,395,2388,100.00,38.75,23.2086
1,156,0.0020,-0.0001,100.0,518.67,643.57,1595.67,1411.51,14.62,21.61,552.94,2388.13,9104.26,1.30,47.51,521.90,2388.10,8174.97,8.4827,0.03,395,2388,100.00,38.74,23.2432
1,157,0.0006,-0.0005,100.0,518.67,642.88,1598.95,1410.16,14.62,21.61,552.17,2388.10,9102.64,1.30,47.71,521.36,2388.06,8173.94,8.4547,0.03,394,2388,100.00,38.65,23.2335
1,158,0.0018,-0.0000,100.0,518.67,642.90,1596.55,1419.77,14.62,21.61,553.04,2388.07,9099.16,1.30,47.85,521.22,2388.10,8175.09,8.4576,0.03,393,2388,100.00,38.71,23.2017
1,159,-0.0014,0.0001,100.0,518.67,642.78,1592.74,1418.22,14.62,21.61,553.58,2388.07,9096.08,1.30,47.61,521.22,2388.17,8174.53,8.5041,0.03,396,2388,100.00,38.58,23.2108
1,160,-0.0011,0.0002,100.0,518.67,642.49,1587.29,1408.45,14.62,21.61,552.81,2388.09,9106.73,1.30,47.76,521.16,2388.08,8180.59,8.4505,0.03,392,2388,100.00,38.85,23.2923
1,161,-0.0017,0.0001,100.0,518.67,642.86,1589.42,1403.64,14.62,21.61,552.58,2388.06,9106.45,1.30,47.68,520.57,2388.10,8174.37,8.4725,0.03,395,2388,100.00,38.64,23.1928
1,162,0.0001,-0.0000,100.0,518.67,643.12,1591.35,1415.34,14.62,21.61,553.63,2388.08,9109.34,1.30,47.80,520.72,2388.10,8180.46,8.4386,0.03,393,2388,100.00,38.66,23.2062
1,163,-0.0017,-0.0004,100.0,518.67,642.86,1590.98,1410.91,14.62,21.61,552.81,2388.05,9109.62,1.30,47.55,521.18,2388.06,8178.02,8.4709,0.03,395,2388,100.00,38.69,23.3330
1,164,-0.0021,-0.0004,100.0,518.67,642.87,1602.76,1418.18,14.62,21.61,553.09,2388.08,9102.33,1.30,47.75,520.98,2388.05,8180.97,8.4702,0.03,394,2388,100.00,38.64,23.1671
1,1,-0.0004,0.0003,100.0,518.67,642.03,1585.17,1396.49,14.62,21.61,555.03,2387.98,9055.12,1.30,47.20,522.61,2388.02,8137.36,8.4264,0.03,392,2388,100.00,38.92,23.4404
1,2,-0.0023,-0.0002,100.0,518.67,641.95,1588.30,1394.65,14.62,21.61,554.90,2387.98,9058.15,1.30,47.08,522.09,2388.02,8134.59,8.3552,0.03,392,2388,100.00,39.08,23.3722
1,3,0.0008,0.0004,100.0,518.67,641.93,1583.81,1395.96,14.62,21.61,554.04,2388.01,9057.89,1.30,46.96,522.69,2388.02,8138.93,8.3943,0.03,393,2388,100.00,38.97,23.4086
1,4,-0.0020,0.0000,100.0,518.67,642.03,1587.43,1389.98,14.62,21.60,555.10,2387.91,9052.18,1.30,47.19,523.17,2387.98,8133.55,8.3708,0.03,391,2388,100.00,39.26,23.3482
1,5,-0.0016,0.0002,100.0,518.67,641.79,1590.47,1395.87,14.62,21.61,554.46,2388.02,9057.84,1.30,47.13,523.00,2387.99,8138.47,8.3943,0.03,391,2388,100.00,38.89,23.4871
1,6,0.0004,-0.0005,100.0,518.67,642.16,1587.62,1392.08,14.62,21.61,554.73,2388.01,9051.22,1.30,47.09,522.63,2387.98,8139.18,8.3954,0.03,392,2388,100.00,39.06,23.4257
1,7,-0.0026,-0.0000,100.0,518.67,642.32,1582.28,1390.74,14.62,21.61,554.24,2388.03,9048.40,1.30,47.16,522.45,2387.98,8136.16,8.4035,0.03,392,2388,100.00,38.91,23.3825
1,8,0.0005,0.0000,100.0,518.67,641.71,1574.99,1396.17,14.62,21.61,554.69,2388.01,9056.76,1.30,46.92,522.67,2388.00,8137.72,8.3864,0.03,393,2388,100.00,39.07,23.4822
1,9,0.0036,-0.0003,100.0,518.67,642.41,1583.23,1402.84,14.62,21.61,555.45,2388.02,9057.39,1.30,47.22,522.03,2387.98,8134.97,8.4083,0.03,392,2388,100.00,39.18,23.4323
1,10,-0.0016,0.0002,100.0,518.67,641.84,1586.39,1387.83,14.62,21.61,554.63,2387.96,9044.91,1.30,47.10,522.55,2388.00,8138.48,8.3789,0.03,391,2388,100.00,39.12,23.4637
1,11,0.0008,-0.0001,100.0,518.67,641.78,1581.88,1389.43,14.62,21.60,555.00,2388.01,9053.73,1.30,47.17,523.44,2387.96,8136.49,8.3643,0.03,391,2388,100.00,38.99,23.4346
1,12,-0.0013,0.0004,100.0,518.67,641.67,1580.42,1394.00,14.62,21.61,554.09,2388.05,9058.17,1.30,47.20,522.56,2388.06,8134.98,8.3751,0.03,389,2388,100.00,38.94,23.4419
1,13,-0.0015,0.0004,100.0,518.67,642.06,1581.44,1390.36,14.62,21.61,555.65,2388.02,9051.09,1.30,47.18,522.88,2388.00,8143.14,8.4093,0.03,391,2388,100.00,39.09,23.4167
1,14,0.0002,-0.0004,100.0,518.67,642.26,1587.14,1394.46,14.62,21.61,554.55,2387.95,9058.76,1.30,47.27,522.95,2387.96,8144.18,8.4340,0.03,390,2388,100.00,38.97,23.3229
1,15,-0.0029,-0.0001,100.0,518.67,641.15,1585.74,1393.67,14.62,21.61,555.11,2388.03,9054.29,1.30,47.14,522.42,2387.99,8139.32,8.3987,0.03,389,2388,100.00,39.16,23.4685
1,16,-0.0042,-0.0002,100.0,518.67,642.18,1583.38,1400.84,14.62,21.61,554.93,2387.99,9050.13,1.30,46.87,522.90,2387.95,8141.46,8.3783,0.03,390,2388,100.00,38.97,23.3684
1,17,0.0002,-0.0000,100.0,518.67,642.38,1577.48,1397.44,14.62,21.61,554.57,2388.00,9051.33,1.30,47.19,522.45,2387.99,8133.38,8.4006,0.03,391,2388,100.00,39.15,23.4420
1,18,0.0010,0.0001,100.0,518.67,642.13,1582.37,1391.32,14.62,21.61,555.16,2387.96,9052.50,1.30,46.99,522.64,2388.01,8133.89,8.4208,0.03,393,2388,100.00,39.08,23.4307
1,19,-0.0028,-0.0004,100.0,518.67,641.75,1583.83,1401.65,14.62,21.61,555.26,2388.02,9051.74,1.30,47.19,522.11,2388.02,8138.98,8.4004,0.03,392,2388,100.00,39.05,23.3863
1,20,0.0001,-0.0003,100.0,518.67,641.63,1573.63,1390.95,14.62,21.61,554.07,2388.00,9054.22,1.30,47.22,522.84,2387.99,8139.81,8.3862,0.03,391,2388,100.00,38.91,23.4716
1,21,0.0018,0.0001,100.0,518.67,642.02,1586.79,1392.02,14.62,21.60,555.28,2388.04,9057.08,1.30,47.14,522.90,2387.99,8130.57,8.3969,0.03,393,2388,100.00,39.05,23.4844
1,22,0.0061,0.0003,100.0,518.67,641.66,1583.49,1400.42,14.62,21.61,554.47,2387.97,9056.02,1.30,47.29,522.58,2388.06,8137.94,8.4060,0.03,391,2388,100.00,39.05,23.5635
1,23,-0.0026,-0.0000,100.0,518.67,642.97,1577.79,1392.14,14.62,21.61,555.36,2387.96,9056.54,1.30,47.21,522.78,2388.04,8138.46,8.3822,0.03,391,2388,100.00,39.17,23.3763
1,24,-0.0007,0.0003,100.0,518.67,641.78,1580.96,1395.35,14.62,21.61,554.93,2387.98,9053.96,1.30,47.30,522.81,2387.94,8139.83,8.3937,0.03,390,2388,100.00,38.96,23.4607
1,25,-0.0005,-0.0003,100.0,518.67,641.74,1585.42,1395.67,14.62,21.60,554.78,2388.03,9055.97,1.30,47.22,523.42,2388.04,8139.18,8.3994,0.03,392,2388,100.00,39.01,23.4615
1,26,0.0016,0.0003,100.0,518.67,641.55,1576.10,1400.96,14.62,21.61,554.74,2387.96,9053.24,1.30,47.11,522.65,2388.01,8136.30,8.3682,0.03,391,2388,100.00,39.26,23.4433
1,27,-0.0024,-0.0003,100.0,518.67,641.78,1581.22,1396.55,14.62,21.60,554.38,2388.06,9057.29,1.30,47.08,522.52,2388.04,8136.03,8.3903,0.03,391,2388,100.00,39.10,23.4962
1,28,0.0003,0.0000,100.0,518.67,642.50,1586.42,1396.56,14.62,21.61,555.00,2388.04,9053.66,1.30,47.18,522.38,2387.98,8139.75,8.3703,0.03,392,2388,100.00,39.18,23.4834
1,29,-0.0027,0.0005,100.0,518.67,642.41,1575.42,1398.43,14.62,21.60,554.63,2387.98,9052.75,1.30,47.07,522.52,2388.06,8139.47,8.4069,0.03,392,2388,100.00,39.15,23.5073
1,30,0.0009,0.0004,100.0,518.67,642.08,1583.83,1390.81,14.62,21.61,554.54,2388.03,9054.78,1.30,47.23,522.00,2387.99,8141.95,8.3965,0.03,391,2388,100.00,38.97,23.3108
1,31,0.0002,0.0001,100.0,518.67,641.98,1579.85,1389.37,14.62,21.61,555.11,2387.98,9054.70,1.30,47.22,522.41,2387.98,8141.93,8.4083,0.03,391,2388,100.00,38.99,23.4219
1,32,0.0006,0.0001,100.0,518.67,642.12,1584.34,1399.36,14.62,21.61,554.94,2387.99,9058.53,1.30,47.20,522.35,2387.96,8140.41,8.3872,0.03,394,2388,100.00,39.07,23.3520
1,33,-0.0011,-0.0002,100.0,518.67,641.54,1582.93,1391.06,14.62,21.61,554.71,2388.00,9055.24,1.30,47.11,522.15,2388.03,8137.26,8.3918,0.03,391,2388,100.00,39.10,23.4860
1,34,-0.0000,-0.0001,100.0,518.67,642.00,1579.60,1392.48,14.62,21.61,554.59,2388.00,9051.00,1.30,47.20,522.67,2388.00,8137.42,8.3701,0.03,391,2388,100.00,39.18,23.4446
1,35,-0.0011,0.0000,100.0,518.67,642.25,1593.63,1398.17,14.62,21.61,554.48,2387.94,9056.55,1.30,47.11,522.62,2387.99,8136.40,8.4318,0.03,392,2388,100.00,39.11,23.4946
1,36,-0.0009,0.0001,100.0,518.67,641.89,1585.18,1404.98,14.62,21.61,553.45,2388.04,9053.67,1.30,47.08,522.42,2388.04,8142.91,8.3925,0.03,394,2388,100.00,39.02,23.3522
1,37,-0.0006,-0.0000,100.0,518.67,641.95,1584.20,1397.70,14.62,21.61,554.97,2387.98,9058.05,1.30,47.07,522.49,2387.95,8140.39,8.3962,0.03,391,2388,100.00,39.08,23.4519
1,38,0.0000,-0.0001,100.0,518.67,642.34,1582.07,1399.16,14.62,21.61,554.40,2388.02,9063.35,1.30,47.27,522.12,2388.01,8137.51,8.3837,0.03,391,2388,100.00,39.05,23.5012
1,39,0.0011,-0.0002,100.0,518.67,641.64,1584.37,1402.66,14.62,21.61,554.50,2387.94,9051.42,1.30,47.15,522.57,2388.01,8138.08,8.4121,0.03,391,2388,100.00,39.15,23.4491
1,40,-0.0011,0.0003,100.0,518.67,642.12,1580.32,1401.47,14.62,21.61,554.22,2388.02,9048.49,1.30,47.17,522.47,2387.97,8136.51,8.3878,0.03,391,2388,100.00,39.12,23.3888
1,41,-0.0005,0.0005,100.0,518.67,641.71,1586.59,1393.12,14.62,21.61,553.65,2388.04,9059.87,1.30,47.06,522.27,2387.98,8141.35,8.3759,0.03,390,2388,100.00,38.92,23.4077
1,42,0.0010,0.0002,100.0,518.67,642.13,1584.50,1399.95,14.62,21.61,554.89,2387.98,9056.43,1.30,47.03,522.44,2388.03,8136.80,8.3800,0.03,392,2388,100.00,38.99,23.4318
1,43,-0.0001,-0.0002,100.0,518.67,641.82,1580.08,1399.52,14.62,21.61,554.62,2388.01,9054.34,1.30,47.11,523.14,2387.97,8142.50,8.3875,0.03,389,2388,100.00,39.04,23.4448
1,44,-0.0004,-0.0005,100.0,518.67,642.62,1573.28,1393.00,14.62,21.61,554.76,2388.00,9052.88,1.30,47.07,522.61,2388.00,8138.08,8.4387,0.03,392,2388,100.00,38.98,23.4226
1,45,-0.0026,0.0003,100.0,518.67,642.60,1580.87,1399.54,14.62,21.61,554.59,2388.01,9052.35,1.30,47.04,522.52,2388.04,8140.01,8.3909,0.03,391,2388,100.00,38.94,23.5258
1,46,0.0043,-0.0003,100.0,518.67,641.68,1578.90,1395.65,14.62,21.61,555.44,2387.98,9060.47,1.30,47.09,523.33,2388.03,8142.66,8.3541,0.03,391,2388,100.00,38.96,23.4031
1,47,0.0021,-0.0002,100.0,518.67,641.91,1581.79,1397.19,14.62,21.61,555.03,2388.03,9059.04,1.30,47.32,522.13,2387.96,8137.70,8.3770,0.03,391,2388,100.00,39.17,23.4697
1,48,-0.0001,-0.0000,100.0,518.67,642.49,1584.13,1398.08,14.62,21.61,554.54,2388.01,9059.47,1.30,47.19,522.32,2387.99,8135.73,8.4135,0.03,391,2388,100.00,39.02,23.3828
1,49,0.0005,0.0003,100.0,518.67,642.31,1587.79,1397.61,14.62,21.61,553.90,2387.96,9055.96,1.30,47.09,522.15,2388.00,8141.20,8.3988,0.03,391,2388,100.00,39.09,23.3698
1,50,0.0000,-0.0003,100.0,518.67,641.89,1595.13,1394.36,14.62,21.61,554.25,2387.98,9060.16,1.30,47.15,522.68,2388.00,8132.50,8.4006,0.03,392,2388,100.00,39.10,23.3909
